kualitas	I-STATEMENT
pembelajaran	I-STATEMENT
,	I-STATEMENT
juga	I-STATEMENT
bagian	I-STATEMENT
terpenting	I-STATEMENT
yang	I-STATEMENT
harus	I-STATEMENT
dimiliki	I-STATEMENT
oleh	I-STATEMENT
guru	I-STATEMENT
penggerak	L-STATEMENT
.	O

Demikian	O
disampaikan	U-CUECOREF
oleh	O
Kadis	B-PERSONCOREF
Pendidikan	I-PERSONCOREF
dan	I-PERSONCOREF
Kebudayaan	I-PERSONCOREF
Kota	I-PERSONCOREF
Lhokseumawe	L-PERSONCOREF
saat	O
membuka	O
kegiatan	O
guru	O
penggerak	O
di	O
Wisma	O
Kuta	O
Karang	O
Lama	O
,	O
Senin	B-DATETIME
02	I-DATETIME
Desember	I-DATETIME
2024	L-DATETIME
pagi	O
tadi	O
.	O

Lebih	O
lanjut	O
Sopian	U-PERSONCOREF
mengatakan	U-CUE
penerapkan	B-STATEMENT
metode	I-STATEMENT
pembelajaran	I-STATEMENT
aktif	I-STATEMENT
dengan	I-STATEMENT
melibatkan	I-STATEMENT
siswa	I-STATEMENT
secara	I-STATEMENT
aktif	I-STATEMENT
dalam	I-STATEMENT
proses	I-STATEMENT
pembelajaran	I-STATEMENT
,	I-STATEMENT
seperti	I-STATEMENT
diskusi	I-STATEMENT
kelompok	I-STATEMENT
,	I-STATEMENT
proyek	I-STATEMENT
,	I-STATEMENT
atau	I-STATEMENT
pembelajaran	I-STATEMENT
berbasis	I-STATEMENT
masalah	L-STATEMENT
.	O

Menggunakan	B-STATEMENT
teknologi	I-STATEMENT
,	I-STATEMENT
memanfaatkan	I-STATEMENT
teknologi	I-STATEMENT
untuk	I-STATEMENT
memperkaya	I-STATEMENT
pengalaman	I-STATEMENT
belajar	I-STATEMENT
siswa	I-STATEMENT
,	I-STATEMENT
misalnya	I-STATEMENT
melalui	I-STATEMENT
platform	I-STATEMENT
pembelajaran	I-STATEMENT
online	I-STATEMENT
atau	I-STATEMENT
aplikasi	I-STATEMENT
edukasi	L-STATEMENT
,	O
ujar	U-CUECOREF
sang	O
Kadis	B-PERSONCOREF
PK	I-PERSONCOREF
kota	I-PERSONCOREF
Lhokseumawe	L-PERSONCOREF
tersebut	O
.	O

Strategi	B-STATEMENT
Peningkatan	I-STATEMENT
Mutu	I-STATEMENT
Pendidikan	I-STATEMENT
juga	I-STATEMENT
harus	I-STATEMENT
mencakup	I-STATEMENT
pengembangkan	I-STATEMENT
materi	I-STATEMENT
pembelajaran	I-STATEMENT
yang	I-STATEMENT
relevan	I-STATEMENT
,	I-STATEMENT
sesuaikan	I-STATEMENT
materi	I-STATEMENT
pembelajaran	I-STATEMENT
dengan	I-STATEMENT
kebutuhan	I-STATEMENT
dan	I-STATEMENT
minat	I-STATEMENT
siswa	I-STATEMENT
serta	I-STATEMENT
perkembangan	I-STATEMENT
zaman	L-STATEMENT
,	O
ungkap	U-CUECOREF
Sopian	U-PERSONCOREF
.	O

Menurutnya	U-CUECOREF
,	O
Pemimpin	B-STATEMENT
perubahan	I-STATEMENT
harus	I-STATEMENT
menjadi	I-STATEMENT
agen	I-STATEMENT
perubahan	I-STATEMENT
,	I-STATEMENT
Inisiatif	I-STATEMENT
dalam	I-STATEMENT
mengimplementasikan	I-STATEMENT
program	I-STATEMENT
-	I-STATEMENT
program	I-STATEMENT
inovatif	I-STATEMENT
di	I-STATEMENT
sekolah	L-STATEMENT
.	O

Membangun	O
komunitas	O
belajar	O
,	O
memfasilitasi	O
kegiatan	O
-	O
kegiatan	O
yang	O
dapat	O
meningkatkan	O
kolaborasi	O
dan	O
berbagi	O
pengetahuan	O
antar	O
guru	O
.	O

Menjadi	O
mentor	O
bagi	O
guru	O
lain	O
,	O
membimbing	O
dan	O
mendukung	O
guru	O
lain	O
dalam	O
mengembangkan	O
kompetensinya	O
.	O

Fokus	O
pada	O
siswa	O
mengetahui	O
kebutuhan	O
siswa	O
,	O
lakukan	O
asesmen	O
untuk	O
mengidentifikasi	O
kekuatan	O
dan	O
kelemahan	O
setiap	O
siswa	O
serta	O
memberikan	O
umpan	O
balik	O
yang	O
konstruktif	O
,	O
membantu	O
siswa	O
untuk	O
memahami	O
kesalahan	O
dan	O
meningkatkan	O
prestasinya	O
.	O

Inilah	O
bagian	O
terpenting	O
dari	O
pelatihan	O
Strategi	O
Peningkatan	O
Mutu	O
Pendidikan	O
di	O
Satuan	O
Pendidikan	O
bagi	O
guru	O
penggerak	O
,	O
ungkap	O
Kepala	O
Dinas	O
Pendidikan	O
dan	O
Kebudayaan	O
Kota	O
Lhokseumawe	O
,	O
Sopian	O
mengakhirinya	O
.	O

Kegiatan	O
Strategi	O
Peningkatan	O
Mutu	O
Pendidikan	O
ini	O
di	O
ikuti	O
oleh	O
72	O
orang	O
peserta	O
dari	O
guru	O
penggerak	O
di	O
kota	O
Lhokseumawe	O
.	O

Mulai	O
dari	O
tingkat	O
sekolah	O
dasar	O
(	O
SD	O
)	O
sampai	O
Sekolah	O
Menengah	O
Pertama	O
(	O
SMP	O
)	O
yang	O
ada	O
di	O
Kota	O
Lhokseumawe	O
.	O

Kegiatan	O
ini	O
berlangsung	O
dari	O
tanggal	O
02	O
Desember	O
sampai	O
dengan	O
04	O
Desember	O
2024	O
.	O

Peserta	O
Kegiatan	O
Strategi	O
Peningkatan	O
Mutu	O
Pendidikan	O
Bagi	O
Guru	O
Pengerak	O
Sementara	O
itu	O
,	O
Syuhada	U-PERSON
salah	O
satu	O
guru	U-ROLE
penggerak	O
yang	O
menjadi	O
peserta	O
dalam	O
kegiatan	O
ini	O
mengatakan	U-CUE
pentingnya	B-STATEMENT
bagi	I-STATEMENT
seorang	I-STATEMENT
guru	I-STATEMENT
penggerak	I-STATEMENT
untuk	I-STATEMENT
memahami	I-STATEMENT
Strategi	I-STATEMENT
Peningkatan	I-STATEMENT
Mutu	I-STATEMENT
Pendidikan	L-STATEMENT
.	O

Melalui	O
kegiatan	O
ini	O
akan	O
dapat	O
meningkatkan	O
pembelajaran	O
pendidikan	O
di	O
sekolah	O
dapat	O
dilakukan	O
melalui	O
berbagai	O
pendekatan	O
yang	O
melibatkan	O
perbaikan	O
kurikulum	O
,	O
teknik	O
pengajaran	O
,	O
serta	O
pemberdayaan	O
siswa	O
dan	O
guru	O
.	O

Disamping	O
itu	O
,	O
guru	O
juga	O
dapat	O
memberikan	O
pelatihan	O
yang	O
berkelanjutan	O
untuk	O
mengembangkan	O
keterampilan	O
pedagogis	O
dan	O
memahami	O
teknologi	O
pendidikan	O
terbaru	O
.	O

Menggunakan	B-STATEMENT
pendekatan	I-STATEMENT
pembelajaran	I-STATEMENT
yang	I-STATEMENT
bervariasi	I-STATEMENT
,	I-STATEMENT
seperti	I-STATEMENT
pembelajaran	I-STATEMENT
berbasis	I-STATEMENT
proyek	I-STATEMENT
,	I-STATEMENT
diskusi	I-STATEMENT
kelompok	I-STATEMENT
,	I-STATEMENT
dan	I-STATEMENT
pembelajaran	I-STATEMENT
berbasis	I-STATEMENT
masalah	I-STATEMENT
,	I-STATEMENT
agar	I-STATEMENT
siswa	I-STATEMENT
lebih	I-STATEMENT
terlibat	I-STATEMENT
,	I-STATEMENT
ini	I-STATEMENT
bagian	I-STATEMENT
dari	I-STATEMENT
strategi	I-STATEMENT
Peningkatan	I-STATEMENT
Mutu	I-STATEMENT
Pendidikan	L-STATEMENT
ujar	U-CUECOREF
Syuhada	U-PERSONCOREF
.	O

Kami	O
juga	O
di	O
tuntut	O
mampu	O
memberikan	O
kesempatan	O
bagi	O
siswa	O
untuk	O
aktif	O
berpartisipasi	O
dalam	O
pembelajaran	O
melalui	O
tanya	O
jawab	O
,	O
diskusi	O
,	O
atau	O
proyek	O
yang	O
melibatkan	O
mereka	O
secara	O
langsung	O
.	O

Personalized	O
Learning	O
,	O
yaitu	O
pembelajaran	O
sesuai	O
dengan	O
kebutuhan	O
individu	O
siswa	O
,	O
seperti	O
memberi	O
perhatian	O
lebih	O
pada	O
siswa	O
dengan	O
kesulitan	O
belajar	O
atau	O
mereka	O
yang	O
membutuhkan	O
tantangan	O
lebih	O
.	O

Memberikan	O
umpan	O
balik	O
yang	O
konstruktif	O
kepada	O
siswa	O
,	O
bukan	O
hanya	O
tentang	O
nilai	O
akhir	O
,	O
tetapi	O
juga	O
tentang	O
proses	O
dan	O
usaha	O
yang	O
dilakukan	O
selama	O
pembelajaran	O
.	O

Menggunakan	O
penilaian	O
formatif	O
yang	O
terus	O
-	O
menerus	O
untuk	O
memantau	O
kemajuan	O
siswa	O
dan	O
memperbaiki	O
metode	O
pengajaran	O
jika	O
diperlukan	O
,	O
terang	O
Syuhada	O
.	O

(	O
PS	O
/	O
DAMRY	O
)	O
JAKARTA	O
-	O
Contohnya	O
,	O
Alice	O
Walton	O
dengan	O
total	O
kekayaan	O
mencapai	O
US	O
$	O
101	O
,	O
3	O
miliar	O
,	O
serta	O
pemimpin	O
L	O
'	O
Oreal	O
yang	O
memiliki	O
kekayaan	O
sebesar	O
US	O
$	O
72	O
,	O
6	O
miliar	O
.	O

Para	O
wanita	O
ini	O
membuktikan	O
bahwa	O
kesuksesan	O
dan	O
kekayaan	O
bukanlah	O
monopoli	O
pria	O
laki	O
-	O
laki	O
.	O

Dan	O
berikut	O
adalah	O
daftar	O
wanita	O
terkaya	O
di	O
dunia	O
.	O

Yuk	O
,	O
simak	O
artikel	O
berikut	O
!	O

Dilansir	O
dari	O
Forbes	O
,	O
berikut	O
daftar	O
erempuan	O
terkaya	O
di	O
dunia	O
:	O
Alice	O
Walton	O
adalah	O
putri	O
tunggal	O
pendiri	O
Walmart	O
Sam	O
Walton	O
(	O
yang	O
meninggal	O
1992	O
)	O
.	O

Ia	O
lebih	O
fokus	O
pada	O
kurasi	O
seni	O
daripada	O
menjabat	O
sebagai	O
anggota	O
dewan	O
Walmart	O
seperti	O
saudaranya	O
,	O
Rob	O
dan	O
Jim	O
.	O
Pada	O
tahun	O
2011	O
,	O
Alice	O
merupakan	O
chairwoman	O
dari	O
Crystal	O
Bridges	O
Museum	O
of	O
American	O
Art	O
di	O
Bentonville	O
,	O
Arkansas	O
.	O

Crystal	O
Bridges	O
menampilkan	O
karya	O
-	O
karya	O
dari	O
seniman	O
seperti	O
Andy	O
Warhol	O
,	O
Norman	O
Rockwell	O
,	O
dan	O
Mark	O
Rothko	O
.	O

Alice	O
Walton	O
memiliki	O
kekayaan	O
sebesar	O
US	O
$	O
101	O
,	O
3	O
miliar	O
.	O

Julia	O
Koch	O
dan	O
ketiga	O
anaknya	O
mewarisi	O
42	O
%	O
saham	O
di	O
Koch	O
,	O
Inc	O
.	O
(	O
sebelumnya	O
Koch	O
Industries	O
)	O
dari	O
suaminya	O
,	O
David	O
Koch	O
,	O
yang	O
meninggal	O
pada	O
tahun	O
2019	O
di	O
usia	O
79	O
tahun	O
.	O

Berasal	O
dari	O
Iowa	O
,	O
Koch	O
pindah	O
ke	O
New	O
York	O
City	O
pada	O
1980	O
-	O
an	O
dan	O
bekerja	O
sebagai	O
asisten	O
perancang	O
busana	O
Adolfo	O
.	O

Dia	O
bekerja	O
dengan	O
banyak	O
klien	O
terkenalnya	O
,	O
termasuk	O
Ibu	O
Negara	O
Nancy	O
Reagan	O
.	O

Pada	O
bulan	O
Februari	O
2024	O
,	O
Julia	O
Koch	O
Family	O
Foundation	O
memberikan	O
hibah	O
sebesar	O
US	O
$	O
75	O
juta	O
untuk	O
mendanai	O
Julia	O
Koch	O
Family	O
Ambulatory	O
Care	O
Center	O
di	O
NYU	O
Langone	O
,	O
West	O
Palm	O
Beach	O
.	O

Pada	O
bulan	O
Juni	O
2024	O
,	O
Koch	O
dan	O
ketiga	O
anaknya	O
membayar	O
hampir	O
US	O
$	O
700	O
juta	O
untuk	O
15	O
%	O
saham	O
BSE	O
Global	O
,	O
yang	O
memiliki	O
Brooklyn	O
Nets	O
dari	O
NBA	O
dan	O
New	O
York	O
Liberty	O
dari	O
WNBA	O
.	O

Menurut	O
Forbes	O
Real	O
Time	O
,	O
kekayaan	O
bersihnya	O
US	O
$	O
74	O
,	O
2	O
miliar	O
.	O

Francoise	O
Bettencourt	O
Meyers	O
,	O
cucu	O
pendiri	O
L	O
'	O
Oreal	O
,	O
adalah	O
wanita	O
terkaya	O
di	O
dunia	O
.	O

Dia	O
telah	O
menjabat	O
di	O
dewan	O
direksi	O
L	O
'	O
Oreal	O
sejak	O
1997	O
dan	O
merupakan	O
ketua	O
perusahaan	O
induk	O
keluarga	O
.	O

Ia	O
menjadi	O
pewaris	O
L	O
'	O
Oreal	O
Prancis	O
pada	O
tahun	O
2017	O
ketika	O
ibunya	O
Liliane	O
Bettencourt	O
,	O
yang	O
saat	O
itu	O
merupakan	O
wanita	O
terkaya	O
di	O
dunia	O
,	O
meninggal	O
dunia	O
pada	O
usia	O
94	O
tahun	O
.	O

Bettencourt	O
Meyers	O
juga	O
menjabat	O
sebagai	O
presiden	O
yayasan	O
filantropi	O
keluarganya	O
,	O
yang	O
mendorong	O
kemajuan	O
Prancis	O
di	O
bidang	O
sains	O
dan	O
seni	O
.	O

Bersama	O
-	O
sama	O
,	O
L	O
'	O
Oreal	O
dan	O
keluarga	O
Bettencourt	O
Meyers	O
sepakat	O
untuk	O
menyumbangkan	O
US	O
$	O
226	O
juta	O
untuk	O
memperbaiki	O
Katedral	O
Notre	O
Dame	O
setelah	O
kebakaran	O
April	O
2019	O
.	O

Menurut	O
Forbes	O
Real	O
Time	O
,	O
kekayaan	O
bersihnya	O
mencapai	O
US	O
$	O
72	O
,	O
6	O
miliar	O
.	O

Jacqueline	O
Mars	O
memiliki	O
sepertiga	O
saham	O
Mars	O
,	O
perusahaan	O
permen	O
,	O
makanan	O
,	O
dan	O
perawatan	O
hewan	O
peliharaan	O
yang	O
didirikan	O
oleh	O
kakeknya	O
.	O

Dia	O
bekerja	O
di	O
perusahaan	O
itu	O
selama	O
hampir	O
20	O
tahun	O
dan	O
menjabat	O
di	O
dewan	O
hingga	O
tahun	O
2016	O
.	O

Kekayaan	O
Jacqueline	O
dari	O
perusahaan	O
Mars	O
diperkirakan	O
mencapai	O
US	O
$	O
45	O
,	O
8	O
miliar	O
.	O

Savitri	O
adalah	O
pemimpin	O
perusahaan	O
Jindal	O
Group	O
,	O
yang	O
bergerak	O
pada	O
industri	O
baja	O
,	O
energi	O
,	O
semen	O
,	O
dan	O
infrastruktur	O
.	O

Kekayaannya	O
mencapai	O
US	O
$	O
39	O
,	O
5	O
miliar	O
.	O

Setelah	O
suaminya	O
meninggal	O
,	O
perusahaan	O
terbagi	O
menjadi	O
empat	O
bagian	O
yang	O
kemudian	O
dikelola	O
secara	O
mandiri	O
oleh	O
masing	O
-	O
masing	O
putranya	O
.	O

Aset	O
terbesar	O
perusahaan	O
kini	O
berada	O
di	O
tangan	O
putranya	O
,	O
Sajjan	O
Jindal	O
,	O
yang	O
memimpin	O
JSW	O
Steel	O
,	O
JSW	O
Cement	O
,	O
JSW	O
Paints	O
,	O
serta	O
berbagai	O
sektor	O
lainnya	O
.	O

Abigail	O
Johnson	O
telah	O
menjabat	O
sebagai	O
CEO	O
Fidelity	O
Investments	O
sejak	O
2014	O
,	O
ketika	O
ia	O
menggantikan	O
ayahnya	O
,	O
dan	O
telah	O
menjadi	O
ketua	O
sejak	O
2016	O
.	O

Kakeknya	O
,	O
Edward	O
Johnson	O
II	O
,	O
mendirikan	O
perusahaan	O
reksa	O
dana	O
raksasa	O
yang	O
berpusat	O
di	O
Boston	O
pada	O
tahun	O
1946	O
.	O

Abigail	O
diperkirakan	O
memiliki	O
28	O
,	O
5	O
%	O
saham	O
perusahaan	O
,	O
yang	O
per	O
Juni	O
2024	O
mengelola	O
aset	O
diskresioner	O
senilai	O
total	O
US	O
$	O
5	O
,	O
5	O
triliun	O
.	O

Abigail	O
menggunakan	O
mata	O
uang	O
kripto	O
hingga	O
perusahaan	O
Fidelity	O
meluncurkan	O
sebuah	O
platform	O
untuk	O
memungkinkan	O
investor	O
institusional	O
melakukan	O
transaksi	O
jual	O
beli	O
bitcoin	O
dan	O
eter	O
pada	O
tahun	O
2018	O
.	O

Dia	O
bekerja	O
di	O
Fidelity	O
selama	O
musim	O
panas	O
selama	O
kuliah	O
dan	O
bergabung	O
penuh	O
waktu	O
sebagai	O
analis	O
pada	O
tahun	O
1988	O
setelah	O
menerima	O
gelar	O
MBA	O
dari	O
Harvard	O
.	O

Miriam	O
Adelson	O
adalah	O
istri	O
dari	O
mendiang	O
Sheldon	O
Adelson	O
,	O
mantan	O
CEO	O
dan	O
ketua	O
perusahaan	O
kasino	O
Las	O
Vegas	O
Sands	O
,	O
yang	O
meninggal	O
pada	O
usia	O
87	O
tahun	O
pada	O
tahun	O
2021	O
.	O

Dia	O
sekarang	O
memiliki	O
lebih	O
dari	O
separuh	O
kerajaan	O
perjudian	O
yang	O
terdaftar	O
di	O
Bursa	O
Efek	O
New	O
York	O
,	O
yang	O
memiliki	O
kasino	O
di	O
Singapura	O
dan	O
Makau	O
.	O

Pada	O
tahun	O
2022	O
,	O
Las	O
Vegas	O
Sands	O
melepas	O
asetnya	O
di	O
Vegas	O
Strip	O
,	O
Venetian	O
Resort	O
,	O
dan	O
Sands	O
Expo	O
and	O
Convention	O
Center	O
kepada	O
Apollo	O
Global	O
dan	O
Vici	O
Properties	O
seharga	O
US	O
$	O
6	O
,	O
25	O
miliar	O
.	O

Ia	O
menambahkan	O
kekayaannya	O
dengan	O
membeli	O
saham	O
Dallas	O
Mavericks	O
NBA	O
pada	O
2023	O
.	O

Kekayaannya	O
sekarang	O
yaitu	O
US	O
$	O
34	O
,	O
6	O
miliar	O
.	O

Rafaela	O
Aponte	O
-	O
Diamant	O
dan	O
suaminya	O
Gianluigi	O
masing	O
-	O
masing	O
memiliki	O
50	O
%	O
saham	O
di	O
MSC	O
,	O
perusahaan	O
pelayaran	O
terbesar	O
di	O
dunia	O
.	O

Mereka	O
memasuki	O
industri	O
pelayaran	O
bersama	O
pada	O
tahun	O
1970	O
,	O
ketika	O
mereka	O
membeli	O
sebuah	O
kapal	O
dengan	O
pinjaman	O
sebesar	O
US	O
$	O
200	O
.	O

000	O
.	O

MSC	O
juga	O
beroperasi	O
dalam	O
pelayaran	O
liburan	O
(	O
MSC	O
Cruises	O
)	O
,	O
logistik	O
pedalaman	O
(	O
Medlog	O
)	O
dan	O
operasi	O
pelabuhan	O
(	O
Terminal	O
Investment	O
Rafaela	O
memiliki	O
tugas	O
untuk	O
mendekorasi	O
kapal	O
untuk	O
MSC	O
Cruises	O
,	O
suaminya	O
adalah	O
ketua	O
eksekutif	O
MSC	O
dan	O
putra	O
mereka	O
,	O
Diego	O
,	O
adalah	O
presiden	O
MSC	O
.	O

Sekarang	O
kekayaan	O
Rafaela	O
mencapai	O
US	O
$	O
32	O
,	O
7	O
miliar	O
.	O

Warga	O
negara	O
terkaya	O
Australia	O
,	O
Gina	O
Rinehart	O
membangun	O
kekayaannya	O
dari	O
bijih	O
besi	O
.	O

Putri	O
dari	O
penjelajah	O
bijih	O
besi	O
Lang	O
Hancock	O
,	O
Rinehart	O
membangun	O
kembali	O
perusahaan	O
mendiang	O
ayahnya	O
yang	O
mengalami	O
kesulitan	O
keuangan	O
,	O
Hancock	O
Prospecting	O
,	O
dan	O
menjadi	O
ketua	O
eksekutif	O
pada	O
